Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.9728	OGFRP1	chr22	+	42665759	42670868	1.992754	0.122235	0.383515
MSTRG.9729	SERHL	chr22	+	42896585	42908566	2.697106	0.165440	0.519071
MSTRG.9730	RRP7A	chr22	-	42904340	42978017	70.804489	8.488403	26.632528
MSTRG.9731	SERHL2	chr22	+	42949962	42970388	5.376836	0.397549	1.247318
MSTRG.9735	-	chr22	.	43172406	43172767	468.403320	28.731760	90.146439
MSTRG.9732	POLDIP3	chr22	-	42979727	43010968	333.213440	20.785463	65.214790
RNU12	RNU12	chr22	+	43011251	43011399	1.174497	0.072043	0.226038
MSTRG.9733	CYB5R3	chr22	-	43013846	43045398	1350.764282	99.730751	312.907135
MSTRG.9734	ATP5MGL	chr22	-	43035809	43036607	0.183980	0.011285	0.035408
MSTRG.9736	A4GALT	chr22	-	43064030	43117307	97.077545	14.688751	46.086235
MSTRG.9737	ARFGAP3	chr22	-	43192509	43253279	366.710175	22.498808	70.590439
MSTRG.9738	PACSIN2	chr22	-	43265772	43411182	246.349182	18.181583	57.045059
MSTRG.9742	LOC100506679	chr22	+	43434591	43448371	0.080958	0.004966	0.015581
MSTRG.9743	TTLL1	chr22	-	43435523	43485434	69.011963	4.474814	14.039815
MSTRG.9739	BIK	chr22	+	43506756	43525718	0.481598	0.029541	0.092686
MSTRG.9740	MCAT	chr22	-	43528212	43539404	77.606972	4.965972	15.580832
MSTRG.9741	TSPO	chr22	+	43547565	43559248	165.389084	97.220497	305.031158
PNPLA5	PNPLA5	chr22	-	44275558	44287893	0.094785	0.005911	0.018545
MSTRG.9744	TTLL12	chr22	-	43562628	43583140	200.556107	12.302069	38.597977
PNPLA3	PNPLA3	chr22	+	44319685	44343462	9.643298	0.591518	1.855898
MSTRG.9745	EFCAB6-AS1	chr22	+	43912134	43932485	0.000000	0.000000	0.000000
MSTRG.9746	EFCAB6	chr22	-	43924658	44208185	2.030228	0.125124	0.392580
MSTRG.9747	EFCAB6	chr22	.	44040732	44041743	56.318180	3.454545	10.838701
MSTRG.9749	SAMM50	chr22	+	44351319	44392409	424.637970	26.120602	81.953880
SHISAL1	SHISAL1	chr22	-	44639545	44708831	2.472348	0.151653	0.475815
MSTRG.9750	PARVB	chr22	+	44395091	44565676	9.282756	18.035688	56.587318
MSTRG.9748	RTL6	chr22	-	44888463	44894113	117.626503	7.215185	22.637779
PRR5	PRR5	chr22	+	45064427	45133561	0.037159	0.027531	0.086378
PRR5-ARHGAP8	PRR5-ARHGAP8	chr22	+	45098078	45258664	0.246243	0.015104	0.047391
ARHGAP8	ARHGAP8	chr22	+	45148438	45258664	0.000000	0.000000	0.000000
PHF21B	PHF21B	chr22	-	45277043	45405886	0.128406	0.008364	0.026242
LOC101927551	LOC101927551	chr22	-	45396446	45399500	0.000000	0.000000	0.000000
MSTRG.9751	NUP50-DT	chr22	-	45529639	45559662	34.714012	2.456825	7.708336
MSTRG.9752	NUP50	chr22	+	45559788	45583898	83.918518	7.064232	22.164164
MSTRG.9753	LOC105373064	chr22	-	45572123	45587493	1.160681	0.071196	0.223379
RIBC2	RIBC2	chr22	+	45809574	45828389	0.000000	0.000000	0.000000
SMC1B	SMC1B	chr22	-	45739945	45809480	0.126418	0.007754	0.024330
MSTRG.9754	KIAA0930	chr22	-	45588123	45636650	161.655457	10.589375	33.224365
MSTRG.9755	MIR1249	chr22	-	45596835	45596900	2.000000	0.122680	0.384909
MSTRG.9756	FAM118A	chr22	+	45704841	45737836	27.535175	4.226086	13.259425
LINC01589	LINC01589	chr22	-	46000312	46001527	0.000000	0.000000	0.000000
LOC730668	LOC730668	chr22	+	46402496	46406657	0.265978	0.016315	0.051189
WNT7B	WNT7B	chr22	-	46316246	46373042	0.000000	0.000000	0.000000
LINC00899	LINC00899	chr22	-	46435787	46440748	15.943479	0.977970	3.068398
MSTRG.9758	ATXN10	chr22	+	46067678	46241187	326.322815	20.235588	63.489540
MSTRG.9759	MIR4762	chr22	+	46156404	46156478	0.000000	0.000000	0.000000
MSTRG.9760	PRR34-AS1	chr22	+	46449726	46454402	29.184097	1.790146	5.616618
MSTRG.9761	LOC642648	chr22	-	46460531	46466901	0.465871	0.028576	0.089659
MSTRG.9762	MIRLET7BHG	chr22	+	46475958	46509808	7.942781	4.146114	13.008512
MSTRG.9763	MIR3619	chr22	+	46486924	46487006	0.000000	0.000000	0.000000
PPARA	PPARA	chr22	+	46546429	46639653	15.279700	1.039691	3.262049
PKDREJ	PKDREJ	chr22	-	46651560	46659240	0.249837	0.015325	0.048082
MSTRG.9764	CDPF1	chr22	-	46639910	46646190	52.571571	3.821925	11.991363
MSTRG.9757	FBLN1	chr22	+	45898763	45997015	2640.826660	299.851379	940.789368
MSTRG.9765	TTC38	chr22	+	46663905	46689905	93.025330	5.706154	17.903166
MSTRG.9769	GRAMD4	chr22	+	46972985	47078653	12.213348	1.956334	6.138033
MSTRG.9766	GTSE1-DT	chr22	-	46691040	46692557	1.976285	0.121225	0.380345
MSTRG.9767	GTSE1	chr22	+	46692767	46729706	92.549538	5.701244	17.887760
MSTRG.9768	TRMU	chr22	+	46731477	46753237	185.822250	14.394245	45.162216
CELSR1	CELSR1	chr22	-	46756731	46933517	6.097052	0.373992	1.173407
MSTRG.9770	CERK	chr22	-	47080307	47135316	143.726318	9.083618	28.500023
LOC339685	LOC339685	chr22	+	47741321	47769291	0.150160	0.009211	0.028899
TAFA5	TAFA5	chr22	+	48885365	49147744	0.039571	0.067841	0.212853
LOC284933	LOC284933	chr22	-	48934712	48943199	0.000000	0.000000	0.000000
MSTRG.9771	TBC1D22A	chr22	+	47158514	47571342	10.122636	5.421209	17.009146
MSTRG.9772	TBC1D22A-AS1	chr22	-	47309988	47311938	0.121476	0.007451	0.023379
C22orf34	C22orf34	chr22	-	49808174	50051167	0.163373	0.177822	0.557920
MIR3667	MIR3667	chr22	-	49937041	49937114	0.000000	0.000000	0.000000
MSTRG.9774	BRD1	chr22	-	50166806	50221521	36.168583	3.538414	11.101843
MSTRG.9773	ZBED4	chr22	+	50247492	50283728	39.600464	2.429084	7.621297
MSTRG.9775	ALG12	chr22	-	50293877	50312086	63.479820	3.893839	12.216992
MSTRG.9776	CRELD2	chr22	+	50312282	50321185	290.566925	21.240335	66.641953
MLC1	MLC1	chr22	-	50497820	50524304	0.108820	0.006978	0.021895
MSTRG.9777	PIM3	chr22	+	50354420	50357720	82.674171	5.684802	17.836172
PANX2	PANX2	chr22	+	50609160	50618724	3.083790	0.192320	0.603407
MOV10L1	MOV10L1	chr22	+	50528435	50600116	0.347858	0.044552	0.139781
MSTRG.9778	TRABD	chr22	+	50624342	50638023	63.616505	8.229423	25.819969
MSTRG.9779	MAPK11	chr22	-	50702142	50708809	30.620140	1.878233	5.892991
MSTRG.9780	SELENOO	chr22	+	50639440	50656045	83.963425	5.150298	16.159159
MSTRG.9781	TUBGCP6	chr22	-	50656123	50683452	64.294876	4.013526	12.592513
MSTRG.9782	HDAC10	chr22	-	50683613	50689694	76.239517	4.676516	14.672657
MSTRG.9783	MAPK12	chr22	-	50691330	50700239	149.088974	9.176564	28.791645
MSTRG.9784	MAPK12	chr22	+	50691929	50693583	32.497528	1.993392	6.254303
DENND6B	DENND6B	chr22	-	50747459	50765441	6.076365	0.372723	1.169425
MSTRG.9785	PLXNB2	chr22	-	50713408	50746075	147.552277	17.353107	54.445705
ADM2	ADM2	chr22	+	50919972	50924866	15.186421	0.931532	2.922699
MIOX	MIOX	chr22	+	50925288	50929077	0.000000	0.000000	0.000000
MSTRG.9787	PPP6R2	chr22	+	50781756	50883518	46.667667	11.379603	35.703720
MSTRG.9788	MIR12114	chr22	+	50845871	50845953	0.722892	0.044342	0.139124
MSTRG.9789	SBF1	chr22	-	50883431	50913464	147.997574	9.794513	30.730471
MSTRG.9786	LMF2	chr22	-	50941377	50946148	297.244019	22.021959	69.094315
MSTRG.9790	ODF3B	chr22	-	50968838	50971008	9.769073	0.599233	1.880104
KLHDC7B	KLHDC7B	chr22	+	50984328	50989452	12.948683	0.794269	2.492035
SYCE3	SYCE3	chr22	-	50989541	51001348	1.508658	0.092541	0.290348
MSTRG.9791	NCAPH2	chr22	+	50946645	50963209	171.902603	12.450715	39.064354
MSTRG.9792	SCO2	chr22	-	50961997	50968514	45.341106	4.605148	14.448738
MSTRG.9794	CHKB-DT	chr22	+	51021455	51033710	6.130521	0.600159	1.883010
MAPK8IP2	MAPK8IP2	chr22	+	51039222	51052404	0.309461	0.018982	0.059557
MSTRG.9793	CPT1B	chr22	-	51007290	51021428	76.310074	8.227885	25.815145
SHANK3	SHANK3	chr22	+	51112819	51171640	1.500753	0.092056	0.288827
MSTRG.9796	-	chr22	.	51193067	51193866	50.310623	3.086043	9.682518
MSTRG.9795	ARSA	chr22	-	51061180	51066580	88.463226	5.497998	17.250071
MSTRG.9797	RPL23AP82	chr22	+	51195514	51240133	45.239326	4.168590	13.079029
MSTRG.9798	RABL2B	chr22	-	51205935	51222064	90.280647	6.546466	20.539661
CNTN6	CNTN6	chr3	+	1134708	1445901	0.000000	0.000000	0.000000
LOC100130207	LOC100130207	chr3	-	3742498	3842559	0.085324	0.005234	0.016421
LRRN1	LRRN1	chr3	+	3841115	3891518	0.161807	0.009925	0.031141
MSTRG.9801	TRNT1	chr3	+	3168624	3195119	24.765343	4.397305	13.796630
MSTRG.9802	CRBN	chr3	-	3191317	3221401	60.184135	6.420610	20.144787
ITPR1-DT	ITPR1-DT	chr3	-	4532001	4534847	2.015363	0.123622	0.387866
MSTRG.9799	SETMAR	chr3	+	4344988	4358949	24.607117	2.253946	7.071800
MSTRG.9800	SUMF1	chr3	-	4402829	4508966	229.578690	14.135182	44.349400
MSTRG.9806	ITPR1	chr3	+	4535032	4889524	17.732628	1.116167	3.501996
MSTRG.9807	EGOT	chr3	-	4790876	4793274	0.000000	0.000000	0.000000
MSTRG.9803	BHLHE40-AS1	chr3	-	4938493	5021646	0.326351	0.279425	0.876702
MSTRG.9804	BHLHE40	chr3	+	5021122	5027008	883.908020	54.218727	170.112289
MSTRG.9805	ARL8B	chr3	+	5163977	5222596	177.349457	10.878578	34.131744
MSTRG.9808	EDEM1	chr3	+	5229392	5261643	104.071487	6.383723	20.029051
GRM7-AS3	GRM7-AS3	chr3	-	6674045	6847136	0.000000	0.000000	0.000000
SSUH2	SSUH2	chr3	-	8661089	8693770	0.000000	0.000000	0.000000
MSTRG.9811	OXTR	chr3	-	8792095	8811300	19.836275	1.283073	4.025667
MSTRG.9809	LMCD1-AS1	chr3	-	8262834	8543344	1.269679	0.077882	0.244356
MSTRG.9810	LMCD1	chr3	+	8543493	8616354	71.124481	6.956776	21.827017
MSTRG.9812	RAD18	chr3	-	8918759	9005156	24.981731	1.532374	4.807853
MSTRG.9815	SRGAP3	chr3	-	9022276	9291330	3.078735	0.301942	0.947348
MSTRG.9816	SRGAP3-AS2	chr3	+	9234177	9236137	0.000000	0.000000	0.000000
MSTRG.9817	SRGAP3-AS3	chr3	+	9258579	9261192	0.000000	0.000000	0.000000
LHFPL4	LHFPL4	chr3	-	9540045	9595506	0.000000	0.000000	0.000000
CPNE9	CPNE9	chr3	+	9745517	9771592	0.453147	0.031301	0.098208
MSTRG.9813	MTMR14	chr3	+	9691189	9744077	130.725922	8.456303	26.531807
MSTRG.9819	THUMPD3	chr3	+	9404738	9428475	108.475143	6.970719	21.870762
MSTRG.9820	THUMPD3-AS1	chr3	-	9426948	9439178	22.076807	3.271501	10.264398
MSTRG.9821	SETD5	chr3	+	9439299	9519928	171.212418	11.095103	34.811096
MSTRG.9814	BRPF1	chr3	+	9773413	9789701	45.948345	3.187883	10.002043
MSTRG.9840	IRAK2	chr3	+	10206603	10285429	31.829205	1.952397	6.125681
MSTRG.9841	MIR12127	chr3	+	10287345	10335133	50.944115	5.510355	17.288841
MSTRG.9842	GHRL	chr3	-	10327353	10334631	0.000000	0.000000	0.000000
MSTRG.9822	OGG1	chr3	+	9791628	9808353	25.429201	7.679045	24.093151
MSTRG.9823	CAMK1	chr3	-	9799031	9811631	255.606354	15.717817	49.314949
MSTRG.9825	TADA3	chr3	-	9821648	9834695	269.735718	22.595552	70.893974
MSTRG.9826	ARPC4	chr3	+	9834179	9878049	184.379044	44.860165	140.749619
MSTRG.9824	RPUSD3	chr3	-	9879486	9885743	230.740097	16.295547	51.127590
MSTRG.9828	CIDEC	chr3	-	9908394	9921938	182.995468	13.038945	40.909935
MSTRG.9827	JAGN1	chr3	+	9932294	9936031	250.020737	16.304111	51.154457
MSTRG.9829	IL17RE	chr3	+	9944296	9958230	7.949037	0.513476	1.611041
MSTRG.9832	IL17RC	chr3	+	9958758	9975305	153.472321	11.251197	35.300842
MSTRG.9833	CRELD1	chr3	+	9975515	9996471	44.329048	3.432942	10.770922
MSTRG.9834	PRRT3	chr3	-	9987226	9994099	4.643228	0.332502	1.043232
MSTRG.9830	EMC3	chr3	-	10002474	10052932	94.697990	19.088493	59.890507
MSTRG.9831	EMC3-AS1	chr3	+	10028577	10048687	10.533101	0.646098	2.027145
MSTRG.9837	CIDECP1	chr3	-	10058892	10068195	88.154320	6.525832	20.474922
MSTRG.9838	FANCD2	chr3	+	10068121	10143616	28.410927	2.019609	6.336563
MSTRG.9839	FANCD2OS	chr3	-	10123004	10149939	0.000000	0.000000	0.000000
MSTRG.9835	BRK1	chr3	+	10157313	10168874	1137.638428	76.337059	239.508987
MSTRG.9836	VHL	chr3	+	10183319	10195354	80.644646	5.236835	16.430670
ATP2B2	ATP2B2	chr3	-	10365707	10661646	0.140392	0.008873	0.027840
MIR378B	MIR378B	chr3	+	10371913	10371969	0.000000	0.000000	0.000000
MIR885	MIR885	chr3	-	10436173	10436246	0.000000	0.000000	0.000000
MSTRG.9844	HRH1	chr3	+	11178924	11305243	1.993124	2.864933	8.988783
MSTRG.9843	SEC13	chr3	-	10342327	10362872	1099.255005	120.975212	379.562042
MSTRG.9849	TAMM41	chr3	-	11831916	11888359	22.895241	4.709360	14.775703
MSTRG.9845	ATG7	chr3	+	11314083	11606126	22.407293	4.321663	13.559299
MSTRG.9846	VGLL4	chr3	-	11597541	11762013	21.489443	8.471470	26.579395
MSTRG.9847	SYN2	chr3	+	12045834	12233532	0.460649	0.042580	0.133595
MSTRG.9848	TIMP4	chr3	-	12190159	12209695	44.911026	5.956729	18.689350
MKRN2OS	MKRN2OS	chr3	-	12581280	12586963	1.264760	0.077580	0.243409
MSTRG.9850	PPARG	chr3	+	12328984	12476225	8.898145	14.279819	44.803204
MSTRG.9851	TSEN2	chr3	+	12525931	12581123	39.661716	3.442870	10.802072
TMEM40	TMEM40	chr3	-	12775027	12810956	0.000000	0.000000	0.000000
MSTRG.9856	MKRN2	chr3	+	12598513	12625210	192.527985	12.132799	38.066887
MSTRG.9857	RAF1	chr3	-	12625100	12705700	259.774200	18.478518	57.976700
NUP210	NUP210	chr3	-	13357735	13461822	0.293089	0.017978	0.056406
MSTRG.9855	HDAC11	chr3	+	13521806	13547916	28.267832	1.811830	5.684649
MSTRG.9854	IQSEC1	chr3	-	12938542	13114929	9.919096	5.038424	15.808152
MSTRG.9852	CAND2	chr3	+	12838179	12876302	2.578808	0.158184	0.496304
MSTRG.9853	RPL32	chr3	-	12875986	12883081	4316.504883	293.445251	920.690063
TPRXL	TPRXL	chr3	+	13978807	14107481	0.411504	0.025242	0.079196
MSTRG.9858	FBLN2	chr3	+	13590625	13679922	824.027893	71.273552	223.622147
MSTRG.9859	SNORA93	chr3	+	13659881	13660048	0.000000	0.000000	0.000000
MSTRG.9860	CHCHD4	chr3	-	14153577	14166370	114.949249	7.767369	24.370268
MSTRG.9861	TMEM43	chr3	+	14166440	14185180	563.099609	34.540409	108.371185
MSTRG.9862	XPC	chr3	-	14186648	14220172	137.351349	8.776175	27.535418
MSTRG.9863	LSM3	chr3	+	14220317	14242622	157.409195	9.655447	30.294147
MSTRG.9865	SLC6A6	chr3	+	14444076	14530857	173.850357	11.466117	35.975159
MSTRG.9866	GRIP2	chr3	-	14530616	14581849	0.260554	0.015982	0.050145
MSTRG.9864	CCDC174	chr3	+	14693253	14714166	68.225166	4.208402	13.203939
C3orf20	C3orf20	chr3	+	14716648	14814543	0.815581	0.050028	0.156962
FGD5	FGD5	chr3	+	14860469	14976078	0.000000	0.000000	0.000000
COL6A4P1	COL6A4P1	chr3	-	15206869	15247466	0.153846	0.009437	0.029608
MSTRG.9867	FGD5-AS1	chr3	-	14984286	14989948	212.421112	15.043454	47.199120
MSTRG.9868	NR2C2	chr3	+	14989090	15090780	46.940582	2.889791	9.066772
MSTRG.9869	MRPS25	chr3	-	15083758	15106822	46.887691	3.488933	10.946593
MSTRG.9870	RBSN	chr3	-	15111580	15140664	43.813625	2.941976	9.230505
MSTRG.9872	CAPN7	chr3	+	15247753	15294423	65.794739	5.213461	16.357336
MSTRG.9873	SH3BP5-AS1	chr3	+	15295691	15306005	18.055542	1.107523	3.474875
MSTRG.9874	SH3BP5	chr3	-	15295863	15382887	208.302750	13.666188	42.877926
MIR563	MIR563	chr3	+	15915278	15915356	3.000000	0.184019	0.577364
MSTRG.9871	-	chr3	.	15416093	15416426	20.241510	1.241610	3.895575
MSTRG.9880	METTL6	chr3	-	15451267	15469054	53.349613	6.433790	20.186138
MSTRG.9881	EAF1	chr3	+	15469105	15484120	63.810883	3.914146	12.280707
MSTRG.9882	COLQ	chr3	-	15491640	15563213	7.935411	0.515800	1.618333
MSTRG.9883	MIR4270	chr3	-	15537746	15537815	0.000000	0.000000	0.000000
MSTRG.9884	HACL1	chr3	-	15602206	15643076	111.735878	6.892905	21.626619
MSTRG.9885	BTD	chr3	+	15642859	15764022	8.042727	3.081500	9.668263
MSTRG.9886	ANKRD28	chr3	-	15708744	15901321	25.036257	4.480808	14.058620
MSTRG.9887	MIR3134	chr3	-	15738805	15738878	0.000000	0.000000	0.000000
MSTRG.9888	ANKRD28	chr3	.	15780029	15780254	856.627075	52.545322	164.861938
MSTRG.9875	GALNT15	chr3	+	16216187	16273499	82.569328	8.346184	26.186308
MSTRG.9876	DPH3	chr3	-	16298568	16306450	87.804550	5.445315	17.084780
DAZL	DAZL	chr3	-	16628301	16646930	1.868793	0.122798	0.385282
MSTRG.9877	OXNAD1	chr3	+	16306585	16393602	10.442508	2.007299	6.297938
MSTRG.9878	RFTN1	chr3	-	16357351	16555206	334.005371	20.509291	64.348289
MSTRG.9879	PLCL2	chr3	+	16926448	17132098	3.669540	4.382880	13.751370
LOC105376975	LOC105376975	chr3	+	17784436	17787154	0.280851	0.017227	0.054051
LOC339862	LOC339862	chr3	+	18004044	18310410	1.055721	0.064758	0.203179
MSTRG.9889	TBC1D5	chr3	-	17198654	17784231	8.990470	5.951745	18.673712
MSTRG.9893	SATB1	chr3	-	18386871	18487084	81.647682	5.795271	18.182774
MSTRG.9894	SATB1-AS1	chr3	+	18486729	18571606	0.000000	0.000000	0.000000
MSTRG.9890	EFHB	chr3	-	19920966	19988475	0.000000	0.000000	0.000000
MSTRG.9891	RAB5A	chr3	+	19988572	20026667	247.081436	15.259989	47.878506
MSTRG.9892	PP2D1	chr3	-	20021453	20053756	0.037759	0.025031	0.078535
MSTRG.9895	KAT2B	chr3	+	20081938	20195896	15.206576	0.932768	2.926578
MSTRG.9896	MIR3135A	chr3	+	20179057	20179133	0.000000	0.000000	0.000000
SGO1	SGO1	chr3	-	20202085	20227725	18.702677	1.608984	5.048218
SGO1-AS1	SGO1-AS1	chr3	+	20215778	20227607	0.000000	0.000000	0.000000
LOC101927829	LOC101927829	chr3	+	20383960	20392420	0.000000	0.000000	0.000000
MSTRG.9897	ZNF385D	chr3	-	21453710	21792702	18.664106	1.144852	3.591996
MSTRG.9898	ZNF385D-AS1	chr3	+	21584281	21621451	0.000000	0.000000	0.000000
MSTRG.9899	-	chr3	.	22423211	22424395	313.850403	19.251516	60.401997
UBE2E2-AS1	UBE2E2-AS1	chr3	-	23236561	23244484	0.000000	0.000000	0.000000
MSTRG.9900	UBE2E2	chr3	+	23244589	23633416	23.248344	6.531753	20.493498
LINC00691	LINC00691	chr3	-	24141465	24144738	0.000000	0.000000	0.000000
MSTRG.9905	NR1D2	chr3	+	23986777	24022109	11.916538	1.921570	6.028964
THRB	THRB	chr3	-	24158645	24537199	3.204477	0.992064	3.112618
LOC101927854	LOC101927854	chr3	+	24192815	24231447	0.000000	0.000000	0.000000
THRB-AS1	THRB-AS1	chr3	+	24535578	24541502	0.000000	0.000000	0.000000
MSTRG.9901	UBE2E1-AS1	chr3	-	23845515	23848396	0.000000	0.000000	0.000000
MSTRG.9902	UBE2E1	chr3	+	23847446	23933131	237.459885	22.798853	71.531837
MSTRG.9903	NKIRAS1	chr3	-	23933572	23958580	56.300171	3.776279	11.848147
MSTRG.9904	RPL15	chr3	+	23958036	23966122	1965.667725	357.943542	1123.054565
MSTRG.9907	RARB	chr3	+	24870814	25639422	0.440044	1.086414	3.408643
MSTRG.9908	RARB-AS1	chr3	-	25424596	25426418	0.000000	0.000000	0.000000
MSTRG.9909	TOP2B	chr3	-	25639396	25705990	222.443939	13.668651	42.885647
MSTRG.9906	MIR4442	chr3	-	25706364	25706430	16.597015	1.018057	3.194174
MSTRG.9910	NGLY1	chr3	-	25760435	25831530	189.031601	12.995036	40.772171
MSTRG.9911	OXSM	chr3	+	25831563	25836025	97.509499	6.173499	19.369469
MSTRG.9912	-	chr3	.	27674447	27677740	53.576958	3.286399	10.311139
EOMES	EOMES	chr3	-	27757440	27764206	0.335397	0.022401	0.070284
MSTRG.9926	NEK10	chr3	-	27152394	27410951	5.597624	0.378420	1.187300
MSTRG.9927	SLC4A7	chr3	-	27414214	27525875	42.002686	2.754654	8.642780
MSTRG.9916	LINC00693	chr3	+	28616769	28799828	0.441354	0.027073	0.084941
LINC01985	LINC01985	chr3	+	30560360	30568685	0.000000	0.000000	0.000000
MSTRG.9913	CMC1	chr3	+	28283110	28366618	31.803120	2.095889	6.575892
MSTRG.9914	AZI2	chr3	-	28362539	28390315	115.387497	11.576174	36.320465
MSTRG.9915	ZCWPW2	chr3	+	28390212	28567849	5.406384	0.343920	1.079056
MSTRG.9917	RBMS3-AS3	chr3	-	29305685	29322430	13.939937	0.855073	2.682807
MSTRG.9918	RBMS3-AS3	chr3	+	29315801	29322378	16.811752	1.031229	3.235502
MSTRG.9919	RBMS3	chr3	+	29322562	30051886	15.145596	0.963190	3.022027
MSTRG.9920	RBMS3-AS1	chr3	-	29968302	29975647	0.000000	0.000000	0.000000
GADL1	GADL1	chr3	-	30767692	30936153	0.000000	0.000000	0.000000
MSTRG.9921	TGFBR2	chr3	+	30647994	30735633	477.243347	29.803114	93.507843
MSTRG.9922	STT3B	chr3	+	31574417	31679108	412.528351	25.304401	79.393036
MSTRG.9923	OSBPL10	chr3	-	31702317	32023342	33.479897	2.056551	6.452466
MSTRG.9924	OSBPL10-AS1	chr3	+	31745705	31763078	0.000000	0.000000	0.000000
MSTRG.9925	ZNF860	chr3	+	32023242	32033207	0.634532	0.038922	0.122119
MSTRG.9930	GPD1L	chr3	+	32148003	32210207	29.187716	1.790368	5.617314
MSTRG.9929	CMTM8	chr3	+	32280171	32411817	19.356050	1.192253	3.740716
MSTRG.9928	CMTM7	chr3	+	32433345	32497020	119.606400	7.368234	23.117975
MSTRG.9931	CMTM6	chr3	-	32522804	32544344	257.446320	15.791702	49.546764
MSTRG.9932	DYNC1LI1	chr3	-	32567463	32612416	143.036682	8.784158	27.560461
CCR4	CCR4	chr3	+	32993136	32997839	0.231558	0.014204	0.044564
MSTRG.9933	CNOT10	chr3	+	32726680	32815367	22.040127	5.495570	17.242453
MSTRG.9935	GLB1	chr3	-	33038100	33138722	121.439522	26.209974	82.234283
MSTRG.9934	CRTAP	chr3	+	33155506	33189265	639.394531	39.220322	123.054520
SUSD5	SUSD5	chr3	-	33191535	33260302	7.693031	0.471889	1.480560
MSTRG.9936	FBXL2	chr3	+	33318517	33464190	2.336887	1.100951	3.454254
MSTRG.9937	UBP1	chr3	-	33429829	33481897	190.759506	11.880511	37.275330
MSTRG.9940	CLASP2	chr3	-	33537739	33759746	32.635002	2.143453	6.725124
LINC02033	LINC02033	chr3	-	36862041	36863991	0.805755	0.049425	0.155071
DCLK3	DCLK3	chr3	-	36753913	36781352	2.262725	0.138795	0.435472
MSTRG.9938	PDCD6IP	chr3	+	33840063	33911199	247.961411	17.477825	54.837009
MSTRG.9939	STAC	chr3	+	36421979	36589498	65.750397	4.078341	12.795874
TRANK1	TRANK1	chr3	-	36868310	36986545	13.710489	0.840998	2.638649
MSTRG.9941	EPM2AIP1	chr3	-	37026534	37034622	20.399679	1.251312	3.926015
MSTRG.9942	MLH1	chr3	+	37034841	37092337	135.526001	10.193517	31.982351
MSTRG.9943	MLH1	chr3	.	37058051	37058514	160.859283	9.867074	30.958132
C3orf35	C3orf35	chr3	+	37427760	37476988	0.257780	0.127276	0.399330
MSTRG.9947	ITGA9	chr3	+	37493632	37864998	0.588820	0.036118	0.113321
MSTRG.9948	ITGA9-AS1	chr3	-	37795180	37903271	0.127349	0.465752	1.461304
MSTRG.9944	LRRFIP2	chr3	-	37094117	37217851	83.451843	11.065376	34.717831
MSTRG.9945	LOC152048	chr3	-	37283283	37285686	8.370439	0.513441	1.610931
MSTRG.9946	GOLGA4	chr3	+	37284758	37408370	138.167191	8.502756	26.677559
MSTRG.9949	CTDSPL	chr3	+	37903371	38025960	78.314857	4.822336	15.130172
MSTRG.9950	MIR26A1	chr3	+	38010895	38010971	0.000000	0.000000	0.000000
VILL	VILL	chr3	+	38035078	38048676	13.622783	0.907605	2.847627
MSTRG.9951	PLCD1	chr3	-	38048987	38071133	63.165695	4.208344	13.203758
MSTRG.9954	DLEC1	chr3	+	38080696	38165503	0.126820	0.007782	0.024418
MSTRG.9955	ACAA1	chr3	-	38163734	38178733	244.825928	20.218542	63.436066
MSTRG.9952	MYD88	chr3	+	38180152	38184512	163.870422	10.582706	33.203445
SLC22A14	SLC22A14	chr3	+	38323785	38360066	1.659253	0.106072	0.332803
MSTRG.9953	OXSR1	chr3	+	38207028	38296975	195.605331	11.998389	37.645172
SLC22A13	SLC22A13	chr3	+	38307303	38320248	0.902569	0.055363	0.173704
XYLB	XYLB	chr3	+	38388251	38468677	5.571041	1.146662	3.597675
ACVR2B-AS1	ACVR2B-AS1	chr3	-	38492518	38496311	0.520461	0.031925	0.100165
ACVR2B	ACVR2B	chr3	+	38495381	38534633	1.671448	0.102526	0.321678
MSTRG.9956	EXOG	chr3	+	38537763	38567796	19.733744	2.511492	7.879855
SCN10A	SCN10A	chr3	-	38738837	38835501	0.000000	0.000000	0.000000
XIRP1	XIRP1	chr3	-	39224706	39234086	0.167157	0.010253	0.032170
MSTRG.9957	CSRNP1	chr3	-	39183342	39196132	48.530125	3.403680	10.679111
MSTRG.9965	SCN11A	chr3	-	38887255	39093435	0.010005	0.005644	0.017707
MSTRG.9966	WDR48	chr3	+	39093507	39138161	24.632900	5.677801	17.814209
MSTRG.9967	GORASP1	chr3	-	39138090	39149854	127.666138	7.848152	24.623728
MSTRG.9968	TTC21A	chr3	+	39149152	39180394	5.836915	0.374790	1.175912
MSTRG.9958	SLC25A38	chr3	+	39424861	39438842	171.853897	10.550675	33.102947
MOBP	MOBP	chr3	+	39509171	39570988	0.084236	0.008818	0.027665
MSTRG.9961	MYRIP	chr3	+	39850405	40301811	0.000000	0.000000	0.000000
MSTRG.9962	EIF1B-AS1	chr3	-	40214638	40351189	3.254735	0.199645	0.626389
MSTRG.9963	EIF1B	chr3	+	40351198	40353915	304.158051	18.656990	58.536659
MSTRG.9959	RPSA	chr3	+	39448188	39454032	7620.609863	702.403992	2203.805908
